,tweet,label,casefolding,cleaning,tokenization,tokens_freqdist,stopword_removal,converting,stemming
24,Hari ini (18/3) Festival Smart Vaksinasi dihadiri langsung bapak Presiden RI @jokowi ..event ini adalah penanda awal dimulainya program smart vaksinasi di kota Makassar @DP_dannypomanto @DiskominfoMKS #VaksinasiNasional #makassarrevover,1,hari ini (18/3) festival smart vaksinasi dihadiri langsung bapak presiden ri @jokowi ..event ini adalah penanda awal dimulainya program smart vaksinasi di kota makassar @dp_dannypomanto @diskominfomks #vaksinasinasional #makassarrevover,hari ini  festival smart vaksinasi dihadiri langsung bapak presiden ri event ini adalah penanda awal dimulainya program smart vaksinasi di kota makassar dannypomanto vaksinasinasional makassarrevover,"['hari', 'ini', 'festival', 'smart', 'vaksinasi', 'dihadiri', 'langsung', 'bapak', 'presiden', 'ri', 'event', 'ini', 'adalah', 'penanda', 'awal', 'dimulainya', 'program', 'smart', 'vaksinasi', 'di', 'kota', 'makassar', 'dannypomanto', 'vaksinasinasional', 'makassarrevover']",<FreqDist with 22 samples and 25 outcomes>,"['festival', 'smart', 'vaksinasi', 'dihadiri', 'presiden', 'ri', 'event', 'penanda', 'program', 'smart', 'vaksinasi', 'kota', 'makassar', 'dannypomanto', 'vaksinasinasional', 'makassarrevover']","['festival', 'smart', 'vaksinasi', 'dihadiri', 'presiden', 'indonesia', 'event', 'penanda', 'program', 'smart', 'vaksinasi', 'kota', 'makassar', 'dannypomanto', 'vaksinasinasional', 'makassarrevover']","['festival', 'smart', 'vaksinasi', 'hadir', 'presiden', 'indonesia', 'event', 'tanda', 'program', 'smart', 'vaksinasi', 'kota', 'makassar', 'dannypomanto', 'vaksinasinasional', 'makassarrevover']"
25,Mari patuhi protokol kesehatan dan jangan lupa terapkan 5 m #VaksinasiNasional,1,mari patuhi protokol kesehatan dan jangan lupa terapkan 5 m #vaksinasinasional,mari patuhi protokol kesehatan dan jangan lupa terapkan  m vaksinasinasional,"['mari', 'patuhi', 'protokol', 'kesehatan', 'dan', 'jangan', 'lupa', 'terapkan', 'm', 'vaksinasinasional']",<FreqDist with 10 samples and 10 outcomes>,"['mari', 'patuhi', 'protokol', 'kesehatan', 'lupa', 'terapkan', 'vaksinasinasional']","['mari', 'patuhi', 'protokol', 'kesehatan', 'lupa', 'terapkan', 'vaksinasinasional']","['mari', 'patuh', 'protokol', 'sehat', 'lupa', 'terap', 'vaksinasinasional']"
26,"Ada Kandungan Tripsin Babi, MUI Sebut Vaksin AstraZeneca Haram, tapi Boleh Dipakai Vaksinasi Corona  via @tribunkaltim #Babi #tripsinBabi #Enzim #MUI #Vaksin #vaksincovid19 #Haram #VaksinasiNasional #vaksinasiCorona",0,"ada kandungan tripsin babi, mui sebut vaksin astrazeneca haram, tapi boleh dipakai vaksinasi corona  via @tribunkaltim #babi #tripsinbabi #enzim #mui #vaksin #vaksincovid19 #haram #vaksinasinasional #vaksinasicorona",ada kandungan tripsin babi mui sebut vaksin astrazeneca haram tapi boleh dipakai vaksinasi corona via babi tripsinbabi enzim mui vaksin vaksincovid haram vaksinasinasional vaksinasicorona,"['ada', 'kandungan', 'tripsin', 'babi', 'mui', 'sebut', 'vaksin', 'astrazeneca', 'haram', 'tapi', 'boleh', 'dipakai', 'vaksinasi', 'corona', 'via', 'babi', 'tripsinbabi', 'enzim', 'mui', 'vaksin', 'vaksincovid', 'haram', 'vaksinasinasional', 'vaksinasicorona']",<FreqDist with 20 samples and 24 outcomes>,"['kandungan', 'tripsin', 'babi', 'mui', 'vaksin', 'astrazeneca', 'haram', 'dipakai', 'vaksinasi', 'corona', 'babi', 'tripsinbabi', 'enzim', 'mui', 'vaksin', 'vaksincovid', 'haram', 'vaksinasinasional', 'vaksinasicorona']","['kandungan', 'tripsin', 'babi', 'mui', 'vaksin', 'astrazeneca', 'haram', 'dipakai', 'vaksinasi', 'corona', 'babi', 'tripsinbabi', 'enzim', 'mui', 'vaksin', 'vaksincovid', 'haram', 'vaksinasinasional', 'vaksinasicorona']","['kandung', 'tripsin', 'babi', 'mui', 'vaksin', 'astrazeneca', 'haram', 'pakai', 'vaksinasi', 'corona', 'babi', 'tripsinbabi', 'enzim', 'mui', 'vaksin', 'vaksincovid', 'haram', 'vaksinasinasional', 'vaksinasicorona']"
27,Pedang utk Petik Mangga ? #VaksinasiNasional RT @CNNIndonesia: Pengacara Rizieq Sebut Pedang di Mobil untuk Petik Mangga,0,pedang utk petik mangga ? #vaksinasinasional rt @cnnindonesia: pengacara rizieq sebut pedang di mobil untuk petik mangga,pedang utk petik mangga  vaksinasinasional rt  pengacara rizieq sebut pedang di mobil untuk petik mangga,"['pedang', 'utk', 'petik', 'mangga', 'vaksinasinasional', 'rt', 'pengacara', 'rizieq', 'sebut', 'pedang', 'di', 'mobil', 'untuk', 'petik', 'mangga']",<FreqDist with 12 samples and 15 outcomes>,"['pedang', 'petik', 'mangga', 'vaksinasinasional', 'pengacara', 'rizieq', 'pedang', 'mobil', 'petik', 'mangga']","['pedang', 'petik', 'mangga', 'vaksinasinasional', 'pengacara', 'rizieq', 'pedang', 'mobil', 'petik', 'mangga']","['pedang', 'petik', 'mangga', 'vaksinasinasional', 'acara', 'rizieq', 'pedang', 'mobil', 'petik', 'mangga']"
28,WHO Apresiasi pemerintah Indonesia dalam penanganan pandemi corona melalui #VaksinasiNasional.,1,who apresiasi pemerintah indonesia dalam penanganan pandemi corona melalui #vaksinasinasional.,who apresiasi pemerintah indonesia dalam penanganan pandemi corona melalui vaksinasinasional,"['who', 'apresiasi', 'pemerintah', 'indonesia', 'dalam', 'penanganan', 'pandemi', 'corona', 'melalui', 'vaksinasinasional']",<FreqDist with 10 samples and 10 outcomes>,"['who', 'apresiasi', 'pemerintah', 'indonesia', 'penanganan', 'pandemi', 'corona', 'vaksinasinasional']","['who', 'apresiasi', 'pemerintah', 'indonesia', 'penanganan', 'pandemi', 'corona', 'vaksinasinasional']","['who', 'apresiasi', 'perintah', 'indonesia', 'tangan', 'pandemi', 'corona', 'vaksinasinasional']"
29,"Titer antibodi dan efektifitas merupakan dua acuan yang sangat berbeda. Lantangnya berpendapat di televisi nasional (tempat di mana hampir seluruh warga Indonesia mendapatkan informasi) tanpa pemahaman yang benar terhadap acuan ini, akan mengancam kesuksesan #VaksinasiNasional.",0,"titer antibodi dan efektifitas merupakan dua acuan yang sangat berbeda. lantangnya berpendapat di televisi nasional (tempat di mana hampir seluruh warga indonesia mendapatkan informasi) tanpa pemahaman yang benar terhadap acuan ini, akan mengancam kesuksesan #vaksinasinasional.",titer antibodi dan efektifitas merupakan dua acuan yang sangat berbeda lantangnya berpendapat di televisi nasional tempat di mana hampir seluruh warga indonesia mendapatkan informasi tanpa pemahaman yang benar terhadap acuan ini akan mengancam kesuksesan vaksinasinasional,"['titer', 'antibodi', 'dan', 'efektifitas', 'merupakan', 'dua', 'acuan', 'yang', 'sangat', 'berbeda', 'lantangnya', 'berpendapat', 'di', 'televisi', 'nasional', 'tempat', 'di', 'mana', 'hampir', 'seluruh', 'warga', 'indonesia', 'mendapatkan', 'informasi', 'tanpa', 'pemahaman', 'yang', 'benar', 'terhadap', 'acuan', 'ini', 'akan', 'mengancam', 'kesuksesan', 'vaksinasinasional']",<FreqDist with 32 samples and 35 outcomes>,"['titer', 'antibodi', 'efektifitas', 'acuan', 'berbeda', 'lantangnya', 'berpendapat', 'televisi', 'nasional', 'warga', 'indonesia', 'informasi', 'pemahaman', 'acuan', 'mengancam', 'kesuksesan', 'vaksinasinasional']","['titer', 'antibodi', 'efektifitas', 'acuan', 'berbeda', 'lantangnya', 'berpendapat', 'televisi', 'nasional', 'warga', 'indonesia', 'informasi', 'pemahaman', 'acuan', 'mengancam', 'kesuksesan', 'vaksinasinasional']","['titer', 'antibodi', 'efektifitas', 'acu', 'beda', 'lantang', 'dapat', 'televisi', 'nasional', 'warga', 'indonesia', 'informasi', 'paham', 'acu', 'ancam', 'sukses', 'vaksinasinasional']"
30,5 Ribu Pegawai KAI Ikuti Program Vaksinasi Bersama BUMN @KAI121 @keretaapikita #Vaksin #Vaksinasi #VaksinasiNasional #BUMN #Corona #coronavirus #COVID19 #COVIDー19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid,1,5 ribu pegawai kai ikuti program vaksinasi bersama bumn @kai121 @keretaapikita #vaksin #vaksinasi #vaksinasinasional #bumn #corona #coronavirus #covid19 #covidー19 #covid__19 #covid_19 #covid #rakyatmerdeka #rmid, ribu pegawai kai ikuti program vaksinasi bersama bumn vaksin vaksinasi vaksinasinasional bumn corona coronavirus covid covid covid covid covid rakyatmerdeka rmid,"['ribu', 'pegawai', 'kai', 'ikuti', 'program', 'vaksinasi', 'bersama', 'bumn', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'bumn', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']",<FreqDist with 15 samples and 21 outcomes>,"['ribu', 'pegawai', 'kai', 'ikuti', 'program', 'vaksinasi', 'bumn', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'bumn', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['ribu', 'pegawai', 'kai', 'ikuti', 'program', 'vaksinasi', 'bumn', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'bumn', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['ribu', 'pegawai', 'kai', 'ikut', 'program', 'vaksinasi', 'bumn', 'vaksin', 'vaksinasi', 'vaksinasinasional', 'bumn', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
31,"Pak Erick bikin sentra vaksinasi di senayan nih, buat lansia bisa daftarin kesana. #vaksinasinasional #BUMNuntuknegeri #IndonesiaKita",1,"pak erick bikin sentra vaksinasi di senayan nih, buat lansia bisa daftarin kesana. #vaksinasinasional #bumnuntuknegeri #indonesiakita",pak erick bikin sentra vaksinasi di senayan nih buat lansia bisa daftarin kesana vaksinasinasional bumnuntuknegeri indonesiakita,"['pak', 'erick', 'bikin', 'sentra', 'vaksinasi', 'di', 'senayan', 'nih', 'buat', 'lansia', 'bisa', 'daftarin', 'kesana', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']",<FreqDist with 16 samples and 16 outcomes>,"['erick', 'sentra', 'vaksinasi', 'senayan', 'lansia', 'daftarin', 'kesana', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']","['erick', 'sentra', 'vaksinasi', 'senayan', 'lansia', 'daftar', 'kesana', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']","['erick', 'sentra', 'vaksinasi', 'senayan', 'lansia', 'daftar', 'kesana', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']"
32,Regulator obat Uni Eropa (EMA) menemukan kemungkinan hubungan antara vaksin Covid-19 AstraZeneca dan kasus pembekuan darah setelah divaksin. #vaksincovid19 #VaksinasiNasional #COVID19 #berita #BeritaTerkini #TVRI #TVRINews,0,regulator obat uni eropa (ema) menemukan kemungkinan hubungan antara vaksin covid-19 astrazeneca dan kasus pembekuan darah setelah divaksin. #vaksincovid19 #vaksinasinasional #covid19 #berita #beritaterkini #tvri #tvrinews,regulator obat uni eropa ema menemukan kemungkinan hubungan antara vaksin covid astrazeneca dan kasus pembekuan darah setelah divaksin vaksincovid vaksinasinasional covid berita beritaterkini tvri tvrinews,"['regulator', 'obat', 'uni', 'eropa', 'ema', 'menemukan', 'kemungkinan', 'hubungan', 'antara', 'vaksin', 'covid', 'astrazeneca', 'dan', 'kasus', 'pembekuan', 'darah', 'setelah', 'divaksin', 'vaksincovid', 'vaksinasinasional', 'covid', 'berita', 'beritaterkini', 'tvri', 'tvrinews']",<FreqDist with 24 samples and 25 outcomes>,"['regulator', 'obat', 'uni', 'eropa', 'ema', 'menemukan', 'hubungan', 'vaksin', 'covid', 'astrazeneca', 'pembekuan', 'darah', 'divaksin', 'vaksincovid', 'vaksinasinasional', 'covid', 'berita', 'beritaterkini', 'tvri', 'tvrinews']","['regulator', 'obat', 'uni', 'eropa', 'ema', 'menemukan', 'hubungan', 'vaksin', 'covid', 'astrazeneca', 'pembekuan', 'darah', 'divaksin', 'vaksincovid', 'vaksinasinasional', 'covid', 'berita', 'beritaterkini', 'tvri', 'tvrinews']","['regulator', 'obat', 'uni', 'eropa', 'ema', 'temu', 'hubung', 'vaksin', 'covid', 'astrazeneca', 'beku', 'darah', 'vaksin', 'vaksincovid', 'vaksinasinasional', 'covid', 'berita', 'beritaterkini', 'tvri', 'tvrinews']"
33,Punya Riwayat Diabetes Guru di Sulteng Meninggal Usai Vaksin #COVID19 #VaksinasiNasional,1,punya riwayat diabetes guru di sulteng meninggal usai vaksin #covid19 #vaksinasinasional,punya riwayat diabetes guru di sulteng meninggal usai vaksin covid vaksinasinasional,"['punya', 'riwayat', 'diabetes', 'guru', 'di', 'sulteng', 'meninggal', 'usai', 'vaksin', 'covid', 'vaksinasinasional']",<FreqDist with 11 samples and 11 outcomes>,"['riwayat', 'diabetes', 'guru', 'sulteng', 'meninggal', 'vaksin', 'covid', 'vaksinasinasional']","['riwayat', 'diabetes', 'guru', 'sulteng', 'meninggal', 'vaksin', 'covid', 'vaksinasinasional']","['riwayat', 'diabetes', 'guru', 'sulteng', 'tinggal', 'vaksin', 'covid', 'vaksinasinasional']"
34,"Halo, SobatKom! Ada info terbaru mengenai update vaksinasi Covid-19, nih. Per Tanggal 18 April 2021, pukul 18.00, dari total sasaran vaksinasi Covid-19 berjumlah 181.554.465 penduduk Indonesia, terdapat 10.828.733 penduduk yang sudah melakukan vaksin tahap 1 #VaksinasiNasional",1,"halo, sobatkom! ada info terbaru mengenai update vaksinasi covid-19, nih. per tanggal 18 april 2021, pukul 18.00, dari total sasaran vaksinasi covid-19 berjumlah 181.554.465 penduduk indonesia, terdapat 10.828.733 penduduk yang sudah melakukan vaksin tahap 1 #vaksinasinasional",halo sobatkom ada info terbaru mengenai update vaksinasi covid nih per tanggal  april  pukul  dari total sasaran vaksinasi covid berjumlah  penduduk indonesia terdapat  penduduk yang sudah melakukan vaksin tahap  vaksinasinasional,"['halo', 'sobatkom', 'ada', 'info', 'terbaru', 'mengenai', 'update', 'vaksinasi', 'covid', 'nih', 'per', 'tanggal', 'april', 'pukul', 'dari', 'total', 'sasaran', 'vaksinasi', 'covid', 'berjumlah', 'penduduk', 'indonesia', 'terdapat', 'penduduk', 'yang', 'sudah', 'melakukan', 'vaksin', 'tahap', 'vaksinasinasional']",<FreqDist with 27 samples and 30 outcomes>,"['info', 'terbaru', 'update', 'vaksinasi', 'covid', 'tanggal', 'april', 'total', 'sasaran', 'vaksinasi', 'covid', 'penduduk', 'indonesia', 'penduduk', 'vaksin', 'tahap', 'vaksinasinasional']","['info', 'terbaru', 'pembaharuan', 'vaksinasi', 'covid', 'tanggal', 'april', 'total', 'sasaran', 'vaksinasi', 'covid', 'penduduk', 'indonesia', 'penduduk', 'vaksin', 'tahap', 'vaksinasinasional']","['info', 'baru', 'baharu', 'vaksinasi', 'covid', 'tanggal', 'april', 'total', 'sasar', 'vaksinasi', 'covid', 'duduk', 'indonesia', 'duduk', 'vaksin', 'tahap', 'vaksinasinasional']"
35,41% Masyarakat Menolak Keharaman Vaksin AstraZeneca. #VaksinasiNasional,0,41% masyarakat menolak keharaman vaksin astrazeneca. #vaksinasinasional, masyarakat menolak keharaman vaksin astrazeneca vaksinasinasional,"['masyarakat', 'menolak', 'keharaman', 'vaksin', 'astrazeneca', 'vaksinasinasional']",<FreqDist with 6 samples and 6 outcomes>,"['masyarakat', 'menolak', 'keharaman', 'vaksin', 'astrazeneca', 'vaksinasinasional']","['masyarakat', 'menolak', 'keharaman', 'vaksin', 'astrazeneca', 'vaksinasinasional']","['masyarakat', 'tolak', 'haram', 'vaksin', 'astrazeneca', 'vaksinasinasional']"
36,Kru TV Kru Film Apakah tidak penting untuk didahulukan juga? #vaksinpulihkannegeri #VaksinasiNasional #VaksinMembawaDampakBaik #vaksincovid19,1,kru tv kru film apakah tidak penting untuk didahulukan juga? #vaksinpulihkannegeri #vaksinasinasional #vaksinmembawadampakbaik #vaksincovid19,kru tv kru film apakah tidak penting untuk didahulukan juga vaksinpulihkannegeri vaksinasinasional vaksinmembawadampakbaik vaksincovid,"['kru', 'tv', 'kru', 'film', 'apakah', 'tidak', 'penting', 'untuk', 'didahulukan', 'juga', 'vaksinpulihkannegeri', 'vaksinasinasional', 'vaksinmembawadampakbaik', 'vaksincovid']",<FreqDist with 13 samples and 14 outcomes>,"['kru', 'tv', 'kru', 'film', 'didahulukan', 'vaksinpulihkannegeri', 'vaksinasinasional', 'vaksinmembawadampakbaik', 'vaksincovid']","['kru', 'tv', 'kru', 'film', 'didahulukan', 'vaksinpulihkannegeri', 'vaksinasinasional', 'vaksinmembawadampakbaik', 'vaksincovid']","['kru', 'tv', 'kru', 'film', 'dahulu', 'vaksinpulihkannegeri', 'vaksinasinasional', 'vaksinmembawadampakbaik', 'vaksincovid']"
37,Tolong berlaku adil yer... kalau boleh semua nk vaksin awal.. tapi dah di bagi ikut golongan... kesian yg golongan kemudian ni.. @MuhyiddinYassin #DaruratMemerangiCOVID19 #VaksinasiNasional #COVID19Vaccination,0,tolong berlaku adil yer... kalau boleh semua nk vaksin awal.. tapi dah di bagi ikut golongan... kesian yg golongan kemudian ni.. @muhyiddinyassin #daruratmemerangicovid19 #vaksinasinasional #covid19vaccination,tolong berlaku adil yer kalau boleh semua nk vaksin awal tapi dah di bagi ikut golongan kesian yg golongan kemudian ni daruratmemerangicovid vaksinasinasional covidvaccination,"['tolong', 'berlaku', 'adil', 'yer', 'kalau', 'boleh', 'semua', 'nk', 'vaksin', 'awal', 'tapi', 'dah', 'di', 'bagi', 'ikut', 'golongan', 'kesian', 'yg', 'golongan', 'kemudian', 'ni', 'daruratmemerangicovid', 'vaksinasinasional', 'covidvaccination']",<FreqDist with 23 samples and 24 outcomes>,"['tolong', 'berlaku', 'adil', 'nk', 'vaksin', 'dah', 'golongan', 'kesian', 'golongan', 'ni', 'daruratmemerangicovid', 'vaksinasinasional', 'covidvaccination']","['tolong', 'berlaku', 'adil', 'mau', 'vaksin', 'sudah', 'golongan', 'kesian', 'golongan', 'ini', 'daruratmemerangicovid', 'vaksinasinasional', 'covidvaccination']","['tolong', 'laku', 'adil', 'mau', 'vaksin', 'sudah', 'golong', 'kesi', 'golong', 'ini', 'daruratmemerangicovid', 'vaksinasinasional', 'covidvaccination']"
38,"Sebanyak 3,852 juta dosis vaksin siap pakai AstraZeneca dari Covax Facility kembali tiba di Indonesia pada Senin, 26 April 2021. Kedatangan vaksin ini merupakan tahap kesembilan kedatangan vaksin sejak 6 Desember 2020 #COVID19 #Vaksin #VaksinasiNasional",1,"sebanyak 3,852 juta dosis vaksin siap pakai astrazeneca dari covax facility kembali tiba di indonesia pada senin, 26 april 2021. kedatangan vaksin ini merupakan tahap kesembilan kedatangan vaksin sejak 6 desember 2020 #covid19 #vaksin #vaksinasinasional",sebanyak  juta dosis vaksin siap pakai astrazeneca dari covax facility kembali tiba di indonesia pada senin  april  kedatangan vaksin ini merupakan tahap kesembilan kedatangan vaksin sejak  desember  covid vaksin vaksinasinasional,"['sebanyak', 'juta', 'dosis', 'vaksin', 'siap', 'pakai', 'astrazeneca', 'dari', 'covax', 'facility', 'kembali', 'tiba', 'di', 'indonesia', 'pada', 'senin', 'april', 'kedatangan', 'vaksin', 'ini', 'merupakan', 'tahap', 'kesembilan', 'kedatangan', 'vaksin', 'sejak', 'desember', 'covid', 'vaksin', 'vaksinasinasional']",<FreqDist with 26 samples and 30 outcomes>,"['juta', 'dosis', 'vaksin', 'pakai', 'astrazeneca', 'covax', 'facility', 'indonesia', 'senin', 'april', 'kedatangan', 'vaksin', 'tahap', 'kesembilan', 'kedatangan', 'vaksin', 'desember', 'covid', 'vaksin', 'vaksinasinasional']","['juta', 'dosis', 'vaksin', 'pakai', 'astrazeneca', 'covax', 'facility', 'indonesia', 'senin', 'april', 'kedatangan', 'vaksin', 'tahap', 'kesembilan', 'kedatangan', 'vaksin', 'desember', 'covid', 'vaksin', 'vaksinasinasional']","['juta', 'dosis', 'vaksin', 'pakai', 'astrazeneca', 'covax', 'facility', 'indonesia', 'senin', 'april', 'datang', 'vaksin', 'tahap', 'sembilan', 'datang', 'vaksin', 'desember', 'covid', 'vaksin', 'vaksinasinasional']"
39,"#Ritam98 🇮🇩 Tentang #Vaksinasi #Vaksin #Covid19 #VaksinasiNasional di #Indonesia  RT @korantempo: Pengembangan vaksin Nusantara tak melewati tahapan uji klinis. Tersulut sentimen nasionalisme, sejumlah politikus mendukung habis-habisan vaksin berbasis teknologi sel dendritik yang sebetulnya merupakan temuan ahli Amerika. #korantempodigital #KoranTempo",0,"#ritam98 🇮🇩 tentang #vaksinasi #vaksin #covid19 #vaksinasinasional di #indonesia  rt @korantempo: pengembangan vaksin nusantara tak melewati tahapan uji klinis. tersulut sentimen nasionalisme, sejumlah politikus mendukung habis-habisan vaksin berbasis teknologi sel dendritik yang sebetulnya merupakan temuan ahli amerika. #korantempodigital #korantempo",ritam  tentang vaksinasi vaksin covid vaksinasinasional di indonesia rt  pengembangan vaksin nusantara tak melewati tahapan uji klinis tersulut sentimen nasionalisme sejumlah politikus mendukung habishabisan vaksin berbasis teknologi sel dendritik yang sebetulnya merupakan temuan ahli amerika korantempodigital korantempo,"['ritam', 'tentang', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'di', 'indonesia', 'rt', 'pengembangan', 'vaksin', 'nusantara', 'tak', 'melewati', 'tahapan', 'uji', 'klinis', 'tersulut', 'sentimen', 'nasionalisme', 'sejumlah', 'politikus', 'mendukung', 'habishabisan', 'vaksin', 'berbasis', 'teknologi', 'sel', 'dendritik', 'yang', 'sebetulnya', 'merupakan', 'temuan', 'ahli', 'amerika', 'korantempodigital', 'korantempo']",<FreqDist with 35 samples and 37 outcomes>,"['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'pengembangan', 'vaksin', 'nusantara', 'melewati', 'tahapan', 'uji', 'klinis', 'tersulut', 'sentimen', 'nasionalisme', 'politikus', 'mendukung', 'habishabisan', 'vaksin', 'berbasis', 'teknologi', 'sel', 'dendritik', 'temuan', 'ahli', 'amerika', 'korantempodigital', 'korantempo']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'pengembangan', 'vaksin', 'nusantara', 'melewati', 'tahapan', 'uji', 'klinis', 'tersulut', 'sentimen', 'nasionalisme', 'politikus', 'mendukung', 'habishabisan', 'vaksin', 'berbasis', 'teknologi', 'sel', 'dendritik', 'temuan', 'ahli', 'amerika', 'korantempodigital', 'korantempo']","['ritam', 'vaksinasi', 'vaksin', 'covid', 'vaksinasinasional', 'indonesia', 'kembang', 'vaksin', 'nusantara', 'lewat', 'tahap', 'uji', 'klinis', 'sulut', 'sentimen', 'nasionalisme', 'politikus', 'dukung', 'habishabisan', 'vaksin', 'bas', 'teknologi', 'sel', 'dendritik', 'temu', 'ahli', 'amerika', 'korantempodigital', 'korantempo']"
